Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,UT (Accession Number),matched_queries
"Roca, V; Tommasi, M; Andrey, P; Bellet, A; Schirmer, MD; Henon, H; Puy, L; Ramon, J; Kuchcinski, G; Bretzner, M; Lopes, R",Federated learning for MRI-based BrainAGE: A multicenter study on post-stroke functional outcome prediction,2026,NEUROIMAGE,0,10.1016/j.neuroimage.2026.122165,Article,,WOS:001855334000001,Q3
"Adamek, J; Adamek, J; Darup, MS; Lucia, S",Federated learning for approximate robust MPC under privacy preservation,2026,JOURNAL OF PROCESS CONTROL,0,10.1016/j.jprocont.2026.103772,Article,,WOS:001806516500001,Q3
"Gadekallu, TR; Pham, QV; Huynh-The, T; Feng, HL; Fang, K; Pandya, S; Liyanage, M; Wang, W; Nguyen, TT","Federated learning for big data: A survey on opportunities, applications, and future directions",2026,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,1,10.1016/j.engappai.2025.113614,Article,,WOS:001658056300004,Q3
"Khanna, AR; Thilakavathy, P",Federated learning for brain tumour detection and classification using improved ShuffleNet-PCNN architecture,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,2,10.1016/j.bspc.2026.109719,Article,,WOS:001688395800001,Q3
"Li, J; Xiang, W; Shang, DD; Li, SJ; Li, Q","Federated learning for cardiovascular disease prediction: a systematic review of clinical applications, validation, and translation readiness",2026,FRONTIERS IN CARDIOVASCULAR MEDICINE,1,10.3389/fcvm.2026.1831342,Review,,WOS:001798605900001,Q3
"Baddur, K; Sangaralingam, P",Federated learning for diabetic retinopathy detection using parallel convolutional LeNet,2026,KNOWLEDGE-BASED SYSTEMS,1,10.1016/j.knosys.2026.115908,Article,,WOS:001743580000001,Q3
"Rekik, S; Mehmood, S; Berriche, L",Federated learning for fair autism spectrum disorder screening across age-heterogeneous populations,2026,FRONTIERS IN DIGITAL HEALTH,0,10.3389/fdgth.2026.1760849,Article,,WOS:001744654400001,Q3
"Babar, M; Qureshi, B; Boulila, W; Koubaa, A","Federated learning for intelligent transportation systems: Emerging trends, challenges and future directions",2026,COMPUTER SCIENCE REVIEW,1,10.1016/j.cosrev.2026.100952,Article,,WOS:001733062200001,Q3
"Din, S; Imran, M; Irfan, S; Tariq, A; Elgamal, Z; Dawood, H",Federated learning for melanoma detection: A decentralized and privacy-preserving approach using deep learning,2026,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,3,10.1016/j.bspc.2025.108576,Article,,WOS:001559975400001,Q3
"Kovor, DK; Osei, EO; Agyemang, EN",Federated learning for privacy-preserving at-risk student prediction in health professional education: A multi-scenario evaluation of FedAvg and FedProx,2026,COMPUTERS AND EDUCATION: ARTIFICIAL INTELLIGENCE,0,10.1016/j.caeai.2026.100660,Article,,WOS:001849204500001,Q3
"Nazari, N; Nazari, E","Federated learning for renewable energy systems: Algorithms, applications, and deployment challenges",2027,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,0,10.1016/j.rser.2026.117456,Article,,WOS:001866389300001,Q3
"Lameesa, A; Bin Alam, MS; Ahmed, SF; Liu, G; Islam, MA; Gandomi, AH",Federated learning for sustainable IoT: Decentralized intelligence and energy-efficient applications,2026,ENERGY REPORTS,0,10.1016/j.egyr.2026.109145,Review,,WOS:001724777400001,Q3
"Chen, SW; Qi, XZ; Han, XH; Fan, ZC; Wang, LL",Federated learning for teacher data privacy protection: a study in the context of the PIPL,2026,FRONTIERS IN BIG DATA,2,10.3389/fdata.2026.1681382,Article,,WOS:001696153700001,Q3
"Hazeena, K; Gnanaguru, G; Lalitha, G; Priscila, SS",Federated learning for the detection of malware in IoT devices,2026,INTERNATIONAL JOURNAL OF CRITICAL INFRASTRUCTURES,0,10.1504/IJCIS.2026.10067414,Article,,WOS:001819802400002,Q3
"Landau, D; de Pater, I; Mitici, M; Saurabh, N",Federated learning framework for collaborative remaining useful life prognostics: An aircraft engine case study,2026,FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,11,10.1016/j.future.2025.107945,Article,,WOS:001523039100003,Q3
