Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Mahmud S.; Sayed A.N.; Himeur Y.; Nhlabatsi A.; Bensaali F.,A comprehensive review of deep reinforcement learning applications from centralized power generation to modern energy internet frameworks,2026,Renewable and Sustainable Energy Reviews,9,10.1016/j.rser.2025.116481,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105021859452,Q3;Q7
Verma M.; Kaler R.S.; Singh M.; Randhawa R.; Singh H.,"A comprehensive review of energy management system (EMS): technologies, challenges, and future directions",2026,Electrical Engineering,0,10.1007/s00202-026-03632-y,Article,,2-s2.0-105039527874,Q3
Egwuche O.S.; Greeff J.; Ezugwu A.E.,A comprehensive review of machine learning and deep learning applications for intelligent data processing in the Internet of Things and wireless sensor networks,2026,Discover Applied Sciences,2,10.1007/s42452-026-08445-z,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037468190,Q3
Saranya S.T.; Bhowmik P.,"A comprehensive review of microgrid architectures, power management and resilient operation",2026,Energy Reports,9,10.1016/j.egyr.2025.109021,Review,All Open Access; Gold Open Access,2-s2.0-105026838330,Q3
Fernandes C.R.; Ventura J.O.; Silva D.J.,A comprehensive review of statistical learning in lymphedema research and future perspectives,2026,Intelligence-Based Medicine,0,10.1016/j.ibmed.2026.100373,Review,All Open Access; Gold Open Access,2-s2.0-105033381495,Q7
Shinde P.N.; Goyal A.,A comprehensive review of trust aware and optimization assisted machine learning and deep learning intrusion detection systems for mobile ad hoc networks,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01522-7,Review,All Open Access; Gold Open Access,2-s2.0-105047325980,Q3
Tiwary J.S.; Kumari A.; Kikan V.; Kumar A.,"A comprehensive review on AI-driven beamforming techniques, trends, and challenges",2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3108835,Conference paper,,2-s2.0-105040561938,Q3
Wu J.; Zhu Y.; He Q.,A comprehensive route design method based on deep reinforcement learning for ship pipeline,2026,International Journal of Naval Architecture and Ocean Engineering,0,10.1016/j.ijnaoe.2026.100790,Article,All Open Access; Gold Open Access,2-s2.0-105046556318,Q7
Ahmed M.; Xu F.; Wahid A.; Ali K.; Ayzed Mirza M.; Khan F.; Khan W.U.; Dev K.; Hassan S.A.; Han Z.,A comprehensive survey of artificial intelligence advances in Reconfigurable Intelligent Surfaces-assisted wireless networks,2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.114762,Short survey,,2-s2.0-105036113738,Q3
Fu X.; Li J.; Zhong H.; Wang D.; Chen W.; Li F.,A comprehensive survey of federated learning for intrusion detection systems in Internet of Things environments,2027,Computer Science Review,0,10.1016/j.cosrev.2026.101049,Review,All Open Access; Bronze Open Access,2-s2.0-105048467177,Q3
Kunjumon A.; Sarath G.; Nair J.J.,A comprehensive survey on communication optimization and privacy preservation in federated learning,2026,Discover Computing,0,10.1007/s10791-026-10272-0,Review,All Open Access; Gold Open Access,2-s2.0-105043170386,Q3
Kanauzia R.; Singh M.; Gulati S.; Singh B.M.; Arora N.; Gola K.K.,A comprehensive survey on federated learning for privacy preservation in digital healthcare applications,2026,Knowledge and Information Systems,6,10.1007/s10115-025-02673-2,Review,,2-s2.0-105027275414,Q3
Alkılınç A.; Yıldırım Okay F.; Kök İ.; Özdemir S.,"A comprehensive survey on federated semi-supervised learning: applications, challenges, and future directions",2026,Cluster Computing,1,10.1007/s10586-026-06028-6,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105035824693,Q3
Wang C.; Ge X.; Zhao Y.; Cai J.; Xia Y.; Wen Z.; Feng H.; Fang K.; Gadekallu T.R.,"A comprehensive survey on segmentation-enabled precision agriculture: Methodologies, applications, and the road to agriculture 5.0",2026,Computers and Electronics in Agriculture,2,10.1016/j.compag.2026.111986,Review,,2-s2.0-105041641093,Q3
Xu W.; Liu Y.; Lu L.; Li H.; Sun G.,"A comprehensive survey on table question answering: Datasets, methods and future directions",2026,Engineering Applications of Artificial Intelligence,0,10.1016/j.engappai.2026.114459,Short survey,,2-s2.0-105032747008,Q8
Al-Nussairi A.K.J.; Rahma M.K.; Al-Hiti A.S.; Bakhritdinov F.; Rakhimov B.; Mammadova K.; Qasim M.T.; Khishe M.,"A conceptual explainable multi-modal breast cancer intelligence framework with feasibility analysis, computational characterisation, and clinical translation roadmap",2026,Intelligence-Based Medicine,0,10.1016/j.ibmed.2026.100465,Article,All Open Access; Gold Open Access,2-s2.0-105048950155,Q3
Nugroho A.P.; Wiratmoko A.; Oktasari U.D.; Kusumawardani R.F.; Pradana F.A.; Sutiarso L.; Sukarman; Suwardi; Primananda S.; Okayasu T.,A confidence-weighted decision framework for on-site fertilizer quality screening and off-spec detection in smart agricultural systems using low-cost macronutrient sensors,2026,Smart Agricultural Technology,1,10.1016/j.atech.2026.102103,Article,All Open Access; Gold Open Access,2-s2.0-105038222421,Q3
Bibi A.; Ahmad W.; Qureshi H.; Adnan S.M.; Muhammad T.,A content-aware dual attention mechanism for improving bias and accuracy in kinship identification across diverse ethnicities using family images,2026,Journal of Computational Science,1,10.1016/j.jocs.2026.102827,Article,,2-s2.0-105035511453,Q3
Song T.; Fu L.; Zhong L.; Fan Y.; Zhang M.,A coordinated control framework for maneuvering and power management in autonomous all-electric ships,2026,Ocean Engineering,0,10.1016/j.oceaneng.2026.125392,Article,,2-s2.0-105034737552,Q3
Cui R.; Guo C.; Zhang Q.; Zhang W.; Li H.; Li Y.; Cui X.,A cross-configuration multi-fidelity framework for aerodynamic modeling: DeepONet with adaptive gated fusion and transfer learning,2026,Aerospace Science and Technology,0,10.1016/j.ast.2026.112935,Article,,2-s2.0-105042666395,Q10
Feng C.; Huertas Celdrán A.; Han J.; Ren H.; Cheng X.; Zeng Z.; Krauter L.; Bovet G.; Stiller B.,A crowdsensing intrusion detection dataset for decentralized federated learning models,2026,Scientific Data ,1,10.1038/s41597-026-07155-w,Data paper,All Open Access; Gold Open Access,2-s2.0-105040583261,Q3;Q7
Sattar A.; Bukhari M.; Rehman Z.U.; Khalid S.; Lee Y.; Rho S.,A data analytics-driven approach to backorder prediction using federated machine learning in industrial supply chains,2026,Scientific Reports,1,10.1038/s41598-025-34578-z,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029218069,Q3
Wang X.; Jiang Y.; Pan G.; Luo Z.; Xiao M.; Yang L.; Shi X.; Huo Y.; Li M.; Zhang L.,A data privacy protection method for infectious disease prediction models with balanced training speed and accuracy,2026,Scientific Reports,0,10.1038/s41598-026-38906-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105030952543,Q3
Li Y.,A data-driven decision support framework for smart campus governance: Integrating heterogeneous educational data sources with optical technologies,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3088809,Conference paper,,2-s2.0-105030459122,Q4
Parvaz V.; Ganji J.,A data-driven hybrid framework for stability prediction and interpretability in smart energy grids,2026,Computers and Electrical Engineering,0,10.1016/j.compeleceng.2026.111394,Article,,2-s2.0-105046586363,Q3
Reddy D.S.; Kumar K.A.,"A dataset-centric review of IoT and IIoT intrusion detection: realism, evaluation biases, and future research directions",2026,Frontiers in Big Data,0,10.3389/fdata.2026.1878260,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046472270,Q3
Hong Y.-Y.; Medina D.J.,A day-ahead wind speed forecasting using federated learning approach for distributed weather stations,2026,IET Conference Proceedings,0,10.1049/icp.2026.1902,Conference paper,,2-s2.0-105042349132,Q3
Lei T.; Wang Z.; Chen X.; Ukkusuri S.V.; Gong L.; Luo Q.,A decentralized mobile charging station scheduling method using imitation learning,2026,Transportation Research Part D: Transport and Environment,0,10.1016/j.trd.2026.105486,Article,,2-s2.0-105043145528,Q3
Wang N.; Parsaei H.R.; Ren Y.,A deep Q-learning framework for multi-robot anti-congestion navigation using RFID-based coordination,2026,Neurocomputing,0,10.1016/j.neucom.2026.133469,Article,,2-s2.0-105034627692,Q3;Q7
Sathio A.A.; Rind M.M.; Khan A.H.; Awan S.A.,A deep approach to an energy-efficient voting-based consensus algorithm for secure financial transactions,2026,Cluster Computing,0,10.1007/s10586-026-06498-8,Article,All Open Access; Green Open Access,2-s2.0-105048881862,Q3
Yang Z.; Biibosunov B.; Biibosunova S.; Kalmanbetova G.; Wang X.,A deep learning framework for automated transaction classification and budget prediction in personal financial management,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-02025-1,Article,All Open Access; Gold Open Access,2-s2.0-105048077383,Q3
Le M.-K.; Kawai M.; Kondo T.; Inozume T.; Muto Y.; Ogawa Y.; Shimada S.; Okamoto T.; Kawamura T.,A deep learning–clinical nomogram hybrid for predicting sentinel lymph node metastasis in melanoma,2026,Journal of the European Academy of Dermatology and Venereology,5,10.1111/jdv.70000,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105015329707,Q7
Shukla P.K.; Agarwal R.,A deep learning–driven cyber attack avoidance framework for secure IoT-enabled smart city transportation systems,2026,Journal of Supercomputing,0,10.1007/s11227-026-08343-6,Article,,2-s2.0-105030598302,Q3;Q7
Chen C.; Luo D.; Guo Z.,A deep reinforcement learning cooperative air combat method with temporal feature and attention enhancement for heterogeneous flight vehicles,2026,Aerospace Science and Technology,0,10.1016/j.ast.2026.112537,Article,,2-s2.0-105038940268,Q7
Deng J.; Peng T.; Deng S.,A defect detection model for transmission line stockbridge dampers based on YOLOv11 with privacy protection,2026,Cognitive Robotics,0,10.1016/j.cogr.2025.12.002,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105027214719,Q3
Feng H.; Xu C.; Jin B.; Zhang M.,A deployment optimization for wireless sensor networks based on stacked autoencoder and probabilistic neural network,2026,Digital Communications and Networks,4,10.1016/j.dcan.2024.06.003,Article,All Open Access; Gold Open Access,2-s2.0-105045693797,Q7
Gao X.; Chen J.; Yang Y.; Di Z.; Xiang Y.,A diffusion-driven multi-view mixed contrastive learning framework for bundle recommendation,2026,Expert Systems with Applications,1,10.1016/j.eswa.2025.130690,Article,,2-s2.0-105029535484,Q7
Nath K.; Kumar V.; Smith D.J.; Karniadakis G.E.,A digital twin for diesel engines: Operator-infused physics-informed neural networks with transfer learning for engine health monitoring,2026,Engineering Applications of Artificial Intelligence,5,10.1016/j.engappai.2026.114052,Article,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105030451264,Q10
Khaleel M.I.,A digital twin-driven hybrid intelligence framework for resilient and scalable cloud–edge orchestration in industrial cyber–physical systems,2027,Future Generation Computer Systems,0,10.1016/j.future.2026.108744,Article,,2-s2.0-105046238098,Q3
Wang P.,A digitalized framework for open innovation and algorithmic knowledge integration in school-enterprise collaboration,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3108714,Conference paper,,2-s2.0-105040829303,Q7
Ishfaq H.; Shah J.H.; Saleem R.; Afzal M.,A distributed framework for zero-day malware detection using federated ensemble models,2026,PLOS ONE,2,10.1371/journal.pone.0339907,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105026963897,Q3
Chen X.; Liu Y.; Wang P.; Li J.; Zhou J.; Wang Y.; Miu H.,A domain-enhanced large language model for intelligent risk analysis and autonomous decision support in distribution substations,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3111094,Conference paper,,2-s2.0-105034715745,Q1
Ma J.; Zhou Y.; Su L.; Yang H.; He L.,A domain-specific language model for engineering-scale geological reasoning and mineral exploration in the Qin-Hang belt,2026,Engineering Applications of Artificial Intelligence,4,10.1016/j.engappai.2025.113651,Article,,2-s2.0-105027238834,Q1
Ntuala G.M.; Xia Q.; Xia H.; Badjie A.; Mukala P.; Da Silva Tavares E.E.; Gao J.; Ukwuoma C.C.,A dual-layer GNN with economic penalty mechanisms for blockchain fraud detection,2026,Expert Systems with Applications,7,10.1016/j.eswa.2025.130121,Article,,2-s2.0-105024201503,Q3;Q7
Li M.,A dynamic recommendation strategy for Chinese language teaching resources driven by reinforcement learning,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01981-y,Article,All Open Access; Gold Open Access,2-s2.0-105047652368,Q3;Q7
Huang M.; Liu J.; Wu X.; Sun X.; Zhuang W.; Chen Z.,A fairness-aware framework for value sharing in local electricity markets using graph and sequence learning with multi-agent reinforcement,2026,PeerJ Computer Science,0,10.7717/peerj-cs.3774,Article,All Open Access; Gold Open Access,2-s2.0-105038212170,Q3
Wang Y.; Zhou L.; Fan J.; Xu H.; Zhang X.; Li B.,A fast approach for station track utilization at large high-speed railway station based on deep reinforcement learning; [基于深度强化学习的大型高铁站 到发线运用方案快速编制方法],2026,Journal of Railway Science and Engineering,0,10.19713/j.cnki.43-1423/u.T20251484,Article,,2-s2.0-105045798341,Q7
Zhang X.; Zhang J.; Yang J.; Zhang Y.; Deng C.; Qiu S.,A fault diagnosis method for rotating machine based on feature fusion and heterogeneous graph neural networks,2026,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",0,10.1177/09544070261462661,Article,,2-s2.0-105043858469,Q7
Voinea Cioacan A.; Hamrioui S.; Ciocan A.,A federated and edge-compatible artificial intelligence framework for real-time clinical risk monitoring,2026,Journal of Ambient Intelligence and Humanized Computing,0,10.1007/s12652-026-05100-8,Article,,2-s2.0-105040988681,Q7
Marwan M.; Chemmakha M.; Ait Temghart A.; Lazaar M.,"A federated and transfer learning framework for high-accuracy, explainable intrusion detection in next-generation data centers",2026,Discover Artificial Intelligence,0,10.1007/s44163-026-00955-4,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105035057309,Q3;Q7
Jaffar A.Y.,A federated blockchain framework for secure and intelligent smart farming in sustainable industrial agriculture,2026,Scientific Reports,3,10.1038/s41598-026-54453-9,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046335392,Q7
Rohith S.; Logeswari G.; Tamilarasi K.; Sudhakaran G.,A federated deep learning approach for SDN security with quantum optimized feature selection and hybrid MSDC net architecture,2026,Scientific Reports,3,10.1038/s41598-026-37289-1,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105031868454,Q3
Nithya K.; Dhivyaa C.R.,A federated deep learning framework with distributed hybrid character-level and attention mechanisms for scalable and cost-efficient fake news detection,2026,Scientific Reports,0,10.1038/s41598-026-54820-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046546936,Q3
Sridharan P.; Ghosh M.,A federated digital twin reveals cytomegalovirus reactivation impairs CAR-T cell therapy via IL-15-mediated cytokine competition in B-Cell lymphoma,2026,Frontiers in Immunology,0,10.3389/fimmu.2026.1844927,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044541681,Q3
Gil-Maciá A.; Sierra-García J.E.; Santos M.,A federated discrete reinforcement learning architecture for enhancing convergence and interpretability in distributed control,2026,Energy and AI,0,10.1016/j.egyai.2026.100878,Article,All Open Access; Gold Open Access,2-s2.0-105049048071,Q3
Zhu X.,A federated graph neural network approach to financial fraud detection,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3116008,Conference paper,,2-s2.0-105040188395,Q7
